condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,31,31,0,172681.831,0.279,0.003,-0.055,0.959,711,0,0,1147,0,741,0,537,42,0.501,41,0,6.657,0.727,1.620,-3.600,5.360,-0.053,-0.129,0.983,-0.720,-0.098,-0.188,0.000,0.000,0.799,1.117,0,NULL,NULL,1010.000,2,0,3,7,255,1010,150,0,0
pre_stim,31,31,0,172686.831,0.279,0.003,-0.055,0.959,703,0,0,1155,0,739,0,531,42,0.501,41,0,2.519,0.727,1.000,1.400,-1.840,-0.066,-0.141,0.991,-0.720,-0.098,-0.098,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,0,0
pre_stim,31,31,0,172691.831,0.279,0.003,-0.055,0.959,715,0,0,1150,0,738,0,535,42,0.501,41,0,6.001,0.737,1.800,-2.560,5.120,-0.044,-0.122,0.999,-0.730,-0.098,-0.098,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,2,0
pre_stim,31,31,0,172696.831,0.279,0.003,-0.055,0.959,709,0,0,1158,0,741,0,542,42,0.501,41,0,1.545,0.681,0.940,0.120,-1.220,-0.064,-0.138,0.991,-0.680,0.034,-0.098,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,7,0
pre_stim,31,31,0,172701.831,0.279,0.003,-0.055,0.959,704,0,0,1161,0,737,0,539,42,0.501,41,0,5.056,0.758,1.800,-1.720,4.400,-0.050,-0.127,0.992,-0.746,-0.132,-0.098,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,12,0
pre_stim,31,31,0,172706.831,0.279,0.003,-0.055,0.959,715,0,0,1150,0,735,0,537,42,0.501,41,0,1.051,0.683,1.000,-0.300,-0.120,-0.060,-0.130,0.998,-0.680,-0.066,-0.098,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,17,0
pre_stim,69,69,0,172711.830,0.280,0.003,-0.055,0.959,704,0,0,1161,0,738,0,537,42,0.501,41,0,3.571,0.727,1.440,-1.340,2.980,-0.057,-0.135,0.987,-0.724,-0.066,-0.098,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,22,0
pre_stim,69,69,0,172716.831,0.280,0.003,-0.055,0.959,715,0,0,1155,0,736,0,537,42,0.501,41,0,2.367,0.723,1.500,-0.680,1.700,-0.053,-0.128,1.001,-0.720,-0.066,-0.042,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,27,0
pre_stim,69,69,0,172721.831,0.280,0.003,-0.055,0.959,711,0,0,1155,0,734,0,536,42,0.501,41,0,1.477,0.721,0.700,-0.920,0.920,-0.061,-0.134,0.985,-0.720,-0.030,-0.138,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,32,0
pre_stim,70,70,0,172726.831,0.280,0.003,-0.055,0.958,709,0,0,1146,0,729,0,533,42,0.501,41,0,4.369,0.724,2.340,-1.040,3.540,-0.050,-0.135,1.000,-0.720,-0.076,-0.012,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,37,0
pre_stim,70,70,0,172731.830,0.280,0.003,-0.055,0.958,711,0,0,1157,0,739,0,541,42,0.501,41,0,0.709,0.692,0.160,-0.680,0.120,-0.063,-0.125,0.990,-0.688,-0.076,-0.116,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,42,0
pre_stim,70,70,0,172736.831,0.280,0.003,-0.055,0.958,711,0,0,1157,0,739,0,533,42,0.501,41,0,3.795,0.790,2.160,-1.100,2.920,-0.053,-0.141,0.990,-0.786,-0.076,-0.112,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,47,0
pre_stim,70,70,0,172741.831,0.280,0.003,-0.055,0.958,715,0,0,1151,0,734,0,535,42,0.501,41,0,2.535,0.680,1.120,-0.920,2.080,-0.060,-0.130,1.001,-0.676,-0.070,-0.112,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,52,0
pre_stim,70,70,0,172746.831,0.280,0.003,-0.055,0.958,713,0,0,1149,0,729,0,538,42,0.501,41,0,1.228,0.680,0.760,-0.800,0.540,-0.061,-0.127,0.984,-0.676,-0.070,-0.112,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,57,0
pre_stim,79,79,0,172751.830,0.280,0.003,-0.055,0.958,711,0,0,1157,0,742,0,537,42,0.501,41,0,3.966,0.680,2.420,-1.160,2.920,-0.053,-0.143,0.995,-0.676,-0.070,-0.062,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,62,0
pre_stim,79,79,0,172756.831,0.280,0.003,-0.055,0.958,715,0,0,1149,0,739,0,539,42,0.501,41,0,2.074,0.660,0.820,-0.860,1.700,-0.062,-0.125,0.999,-0.656,-0.076,-0.062,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,67,0
pre_stim,95,95,0,172761.831,0.280,0.003,-0.055,0.958,711,0,0,1151,0,732,0,535,42,0.501,41,0,1.632,0.700,1.260,-0.800,0.660,-0.057,-0.128,0.985,-0.694,-0.090,-0.062,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,72,0
pre_stim,95,95,0,172766.831,0.280,0.003,-0.055,0.958,702,0,0,1149,0,729,0,533,42,0.501,41,0,3.545,0.700,2.220,-1.040,2.560,-0.051,-0.144,0.997,-0.694,-0.090,-0.038,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,77,0
pre_stim,128,128,0,172771.830,0.280,0.003,-0.055,0.958,704,0,0,1149,0,732,0,542,42,0.501,41,0,2.461,0.700,0.940,-0.920,2.080,-0.062,-0.122,0.998,-0.694,-0.090,-0.048,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,82,0
pre_stim,128,128,0,172776.831,0.280,0.003,-0.055,0.958,713,0,0,1145,0,739,0,535,42,0.501,41,0,1.543,0.679,1.060,-0.860,0.720,-0.058,-0.126,0.988,-0.672,-0.100,-0.048,0.000,0.000,0.799,1.117,0,NULL,NULL,,2,0,3,7,255,1010,150,87,0
