condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,8,8,0,8,731630.402,-0.300,0.000,0.044,0.953,2915,393,1753,2745,1801,1670,1453,2072,40,0.000,0,329,1,1.279,0.051,-0.938,-0.313,-0.813,-0.141,-0.008,0.992,0.051,-0.004,0.004,0.000,0.000,0.000,0.000,2,NULL,NULL,1339.000,0,0,0,7,255,0,250,0,0
baseline,8,8,0,8,731635.399,-0.300,0.000,0.044,0.953,2920,405,1759,2751,1804,1675,1459,2075,40,0.000,0,329,1,1.084,0.014,-0.688,-0.375,-0.750,-0.141,-0.008,0.988,-0.008,-0.012,0.000,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,27,27,0,27,731640.411,-0.300,0.000,0.044,0.953,2915,395,1758,2743,1791,1672,1455,2069,40,0.000,0,329,1,1.626,0.014,-1.063,-0.500,-1.125,-0.148,-0.012,0.996,-0.008,-0.012,0.000,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,731645.403,-0.301,0.000,0.044,0.953,2918,405,1753,2748,1791,1670,1451,2071,40,0.000,0,329,1,1.547,0.026,-1.125,-0.500,-0.938,-0.137,-0.008,0.988,-0.023,-0.012,-0.020,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,731650.386,-0.301,0.000,0.044,0.953,2919,395,1754,2746,1791,1669,1458,2069,40,0.000,0,329,1,1.149,0.021,-0.813,-0.313,-0.750,-0.141,-0.008,0.992,-0.020,0.008,-0.004,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,62,62,0,62,731655.387,-0.301,0.000,0.044,0.953,2912,402,1755,2748,1791,1671,1455,2067,40,0.000,0,329,1,1.320,0.021,-0.875,-0.313,-0.938,-0.148,-0.008,0.996,-0.020,0.008,-0.004,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,65,65,0,65,731660.424,-0.301,0.000,0.044,0.953,2918,403,1755,2751,1789,1668,1452,2067,40,0.000,0,329,1,1.503,0.040,-0.938,-0.500,-1.063,-0.137,-0.004,0.980,-0.020,-0.035,-0.004,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,65,65,0,65,731665.419,-0.301,0.000,0.044,0.953,2927,405,1755,2747,1786,1661,1455,2063,40,0.000,0,329,1,1.567,0.038,-1.000,-0.438,-1.125,-0.141,-0.012,0.996,0.016,-0.035,0.031,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,66,66,0,66,731670.403,-0.301,0.000,0.044,0.953,2923,405,1757,2746,1788,1669,1453,2059,40,0.000,0,329,1,1.626,0.042,-1.125,-0.500,-1.063,-0.141,-0.008,0.988,-0.035,-0.023,-0.039,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,66,66,0,66,731675.409,-0.301,0.000,0.044,0.953,2931,407,1755,2750,1789,1659,1453,2057,40,0.000,0,329,1,1.930,0.020,-1.188,-0.500,-1.438,-0.145,-0.012,0.992,0.016,-0.012,0.004,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
