condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,42,42,0,49259.811,-0.742,0.117,-0.048,-0.658,0,0,0,0,0,0,0,0,36,0.000,9,0,240.815,5.867,108.160,212.720,-32.300,0.041,-0.085,1.640,1.452,-0.826,5.624,0.000,0.000,0.001,0.009,0,NULL,NULL,995.000,0,0,0,7,255,0,250,0,0
baseline,42,42,0,49264.812,-0.739,0.126,-0.044,-0.660,0,0,0,0,0,0,0,0,36,0.000,9,0,235.336,6.347,104.920,207.960,-33.580,0.048,-0.093,1.667,1.264,-1.204,6.102,0.000,0.000,0.001,0.009,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,42,42,0,49269.811,-0.736,0.134,-0.041,-0.662,0,0,0,0,0,0,0,0,36,0.000,9,0,230.293,6.604,102.540,203.140,-35.420,0.070,-0.100,1.679,1.106,-1.618,6.306,0.000,0.000,0.001,0.009,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,42,42,0,49274.811,-0.733,0.142,-0.038,-0.664,0,0,0,0,0,0,0,0,36,0.000,9,0,226.054,6.766,101.800,198.380,-37.180,0.098,-0.115,1.704,0.958,-2.148,6.344,0.000,0.000,0.001,0.009,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,49279.810,-0.730,0.150,-0.035,-0.666,0,0,0,0,0,0,0,0,36,0.000,9,0,221.943,7.081,100.700,193.860,-39.200,0.121,-0.140,1.745,0.748,-2.754,6.480,0.000,0.000,0.001,0.009,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,49284.811,-0.726,0.158,-0.031,-0.668,0,0,0,0,0,0,0,0,36,0.000,9,0,216.970,7.564,96.740,189.640,-41.880,0.152,-0.155,1.789,0.434,-3.362,6.762,0.000,0.000,0.001,0.009,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,49289.811,-0.723,0.166,-0.028,-0.670,0,0,0,0,0,0,0,0,36,0.000,9,0,210.779,8.094,89.420,185.740,-43.960,0.213,-0.142,1.810,0.318,-4.048,7.002,0.000,0.000,0.001,0.009,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,49294.811,-0.719,0.173,-0.025,-0.672,0,0,0,0,0,0,0,0,36,0.000,9,0,204.246,8.574,81.660,182.020,-43.780,0.283,-0.127,1.800,0.318,-4.938,7.002,0.000,0.000,0.001,0.009,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,49299.811,-0.716,0.180,-0.021,-0.674,0,0,0,0,0,0,0,0,36,0.000,9,0,198.101,8.835,75.860,177.940,-42.740,0.327,-0.157,1.781,0.318,-5.826,6.634,0.000,0.000,0.001,0.009,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,49304.810,-0.713,0.187,-0.018,-0.676,0,0,0,0,0,0,0,0,36,0.000,9,0,191.805,8.992,70.740,173.100,-42.680,0.370,-0.208,1.746,0.056,-6.486,6.228,0.000,0.000,0.001,0.009,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
