condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,26,26,0,26,214501.794,0.988,0.004,-0.052,0.148,547,0,0,0,0,288,0,0,29,0.000,128,0,8.399,0.040,1.875,0.000,8.188,-0.167,-0.073,0.976,-0.006,0.010,-0.038,0.000,0.000,0.025,0.005,0,NULL,NULL,364.000,2,0,2,7,255,364,150,0,0
pre_stim,26,26,0,26,214506.793,0.988,0.003,-0.052,0.147,553,0,0,0,0,296,0,0,29,0.000,128,0,7.457,0.151,2.563,-0.188,7.000,-0.184,-0.024,0.998,0.010,0.130,0.076,0.000,0.000,0.025,0.005,0,NULL,NULL,,2,0,2,7,255,364,150,0,0
pre_stim,26,26,0,26,214511.794,0.988,0.003,-0.052,0.147,565,0,0,0,0,296,0,0,29,0.000,128,0,5.568,0.109,0.938,0.750,5.438,-0.170,-0.049,0.996,0.024,-0.080,0.070,0.000,0.000,0.025,0.005,0,NULL,NULL,,2,0,2,7,255,364,150,0,0
pre_stim,26,26,0,26,214516.793,0.988,0.003,-0.052,0.147,577,0,0,0,0,299,0,0,29,0.000,128,0,7.748,0.109,2.875,1.375,7.063,-0.185,-0.063,0.968,0.024,-0.080,0.070,0.000,0.000,0.025,0.005,0,NULL,NULL,,2,0,2,7,255,364,150,0,0
pre_stim,31,31,0,31,214521.794,0.988,0.003,-0.052,0.147,572,0,0,0,0,300,0,0,29,0.000,128,0,7.179,0.106,1.563,-0.313,7.000,-0.184,-0.028,0.994,0.006,-0.080,0.070,0.000,0.000,0.025,0.005,0,NULL,NULL,,2,0,2,7,255,364,150,0,0
pre_stim,58,58,0,58,214526.793,0.988,0.003,-0.052,0.146,571,0,0,0,0,297,0,0,29,0.000,128,0,6.463,0.108,1.375,-0.188,6.313,-0.188,-0.047,0.982,-0.104,-0.016,-0.026,0.000,0.000,0.025,0.005,0,NULL,NULL,,2,0,2,7,255,364,150,0,0
pre_stim,58,58,0,58,214531.794,0.988,0.003,-0.052,0.146,580,0,0,0,0,299,0,0,29,0.000,128,0,7.217,0.040,2.688,-0.375,6.688,-0.177,-0.056,0.984,-0.028,-0.016,-0.024,0.000,0.000,0.025,0.005,0,NULL,NULL,,2,0,2,7,255,364,150,0,0
pre_stim,58,58,0,58,214536.793,0.988,0.003,-0.052,0.146,572,0,0,0,0,301,0,0,29,0.000,128,0,6.741,0.100,1.938,-0.500,6.438,-0.189,-0.042,0.987,-0.096,-0.016,-0.024,0.000,0.000,0.025,0.005,0,NULL,NULL,,2,0,2,7,255,364,150,0,0
pre_stim,58,58,0,58,214541.794,0.988,0.003,-0.052,0.146,572,0,0,0,0,310,0,0,29,0.000,128,0,5.854,0.082,2.125,-0.438,5.438,-0.187,-0.042,0.985,-0.078,0.024,-0.006,0.000,0.000,0.025,0.005,0,NULL,NULL,,2,0,2,7,255,364,150,0,0
pre_stim,94,94,0,94,214546.793,0.988,0.003,-0.052,0.145,583,0,0,0,0,312,0,0,29,0.000,128,0,6.403,0.082,2.875,-0.625,5.688,-0.174,-0.049,0.987,-0.078,0.024,-0.004,0.000,0.000,0.025,0.005,0,NULL,NULL,,2,0,2,7,255,364,150,0,0
