condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,45,45,0,45,329069.757,0.997,-0.014,-0.030,-0.065,2787,749,1915,2696,1597,1875,1057,1751,15,0.000,0,56,1,1.266,0.050,0.688,-0.938,-0.500,-0.184,0.219,0.965,0.039,0.031,-0.016,0.000,0.000,0.000,0.000,2,NULL,NULL,1199.000,0,0,0,7,255,0,250,0,0
baseline,45,45,0,45,329074.756,0.997,-0.014,-0.030,-0.065,2777,747,1918,2697,1605,1871,1061,1749,15,0.000,0,56,1,3.065,0.050,3.063,0.125,0.000,-0.188,0.230,0.965,0.039,0.031,0.051,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,45,329079.757,0.997,-0.014,-0.030,-0.065,2789,747,1929,2687,1599,1868,1059,1750,15,0.000,0,56,1,3.645,0.064,3.625,-0.375,0.063,-0.188,0.227,0.953,0.012,0.063,0.051,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,45,329084.756,0.997,-0.014,-0.030,-0.065,2771,734,1929,2675,1607,1869,1063,1749,15,0.000,0,56,1,0.690,0.064,0.313,-0.250,-0.563,-0.188,0.207,0.957,0.012,0.063,-0.020,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,46,46,0,46,329089.757,0.997,-0.015,-0.030,-0.065,2773,728,1931,2677,1604,1865,1064,1753,15,0.000,0,56,1,2.356,0.012,2.125,-0.750,-0.688,-0.195,0.227,0.973,-0.004,0.012,-0.020,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,46,46,0,46,329094.756,0.997,-0.015,-0.030,-0.065,2775,727,1930,2662,1607,1862,1065,1753,15,0.000,0,56,1,2.470,0.030,2.188,-0.563,-1.000,-0.195,0.223,0.953,-0.027,-0.012,-0.004,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,46,46,0,46,329099.757,0.997,-0.015,-0.030,-0.065,2751,723,1931,2656,1607,1853,1067,1751,15,0.000,0,56,1,1.522,0.033,0.750,-1.250,-0.438,-0.195,0.203,0.965,-0.031,-0.012,0.066,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,46,46,0,46,329104.756,0.997,-0.015,-0.030,-0.065,2745,717,1937,2651,1607,1848,1068,1750,15,0.000,0,56,1,2.638,0.075,2.188,-1.188,-0.875,-0.203,0.242,0.961,-0.074,-0.012,0.066,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,47,329109.757,0.997,-0.015,-0.030,-0.065,2749,704,1933,2646,1611,1847,1071,1749,15,0.000,0,56,1,2.115,0.133,1.563,-1.375,0.375,-0.188,0.207,0.949,-0.031,-0.129,0.066,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,47,47,0,47,329114.756,0.997,-0.015,-0.030,-0.065,2741,699,1941,2649,1608,1845,1071,1755,15,0.000,0,56,1,1.847,0.159,1.063,-1.375,-0.625,-0.184,0.242,0.957,0.027,0.156,0.020,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,92,92,0,92,329119.757,0.997,-0.015,-0.030,-0.065,2727,693,1939,2633,1608,1837,1072,1751,15,0.000,0,56,1,2.114,0.028,1.625,-1.125,-0.750,-0.191,0.223,0.953,0.027,-0.004,-0.035,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,92,92,0,92,329124.756,0.997,-0.015,-0.029,-0.065,2721,684,1944,2624,1608,1833,1072,1749,15,0.000,0,56,1,1.734,0.028,1.250,-1.188,-0.188,-0.188,0.219,0.953,0.027,-0.004,-0.031,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,92,92,0,92,329129.757,0.997,-0.015,-0.029,-0.065,2729,683,1941,2635,1608,1831,1076,1752,15,0.000,0,56,1,1.747,0.006,1.500,-0.875,-0.188,-0.188,0.234,0.953,0.004,-0.004,-0.031,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,92,92,0,92,329134.756,0.997,-0.015,-0.029,-0.065,2717,679,1947,2622,1609,1822,1081,1749,15,0.000,0,56,1,1.986,0.034,1.750,-0.938,-0.063,-0.180,0.207,0.961,0.027,-0.020,-0.020,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,92,92,0,92,329139.757,0.997,-0.015,-0.029,-0.065,2707,677,1943,2617,1599,1821,1076,1747,15,0.000,0,56,1,2.402,0.109,2.250,-0.625,-0.563,-0.188,0.234,0.953,0.004,0.109,-0.020,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,92,92,0,92,329144.756,0.997,-0.015,-0.029,-0.065,2717,677,1945,2623,1599,1813,1081,1749,15,0.000,0,56,1,2.163,0.117,2.063,-0.625,0.188,-0.184,0.211,0.957,0.051,-0.105,-0.016,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,115,115,0,115,329149.757,0.997,-0.015,-0.029,-0.065,2703,669,1943,2614,1613,1817,1083,1737,15,0.000,0,56,1,3.158,0.121,3.125,-0.438,0.125,-0.180,0.238,0.953,0.051,0.109,-0.027,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,115,115,0,115,329154.756,0.997,-0.016,-0.029,-0.065,2707,677,1947,2615,1595,1804,1083,1739,15,0.000,0,56,1,2.618,0.117,2.563,-0.438,-0.313,-0.180,0.207,0.953,0.051,-0.105,-0.031,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,115,115,0,115,329159.757,0.997,-0.016,-0.029,-0.065,2710,672,1943,2616,1596,1799,1083,1738,15,0.000,0,56,1,3.877,0.135,3.875,0.000,-0.125,-0.188,0.238,0.957,0.051,0.125,-0.031,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,115,115,0,115,329164.756,0.997,-0.016,-0.029,-0.065,2712,671,1945,2620,1593,1797,1083,1733,15,0.000,0,56,1,3.778,0.140,3.688,0.125,0.813,-0.180,0.211,0.953,0.082,-0.113,-0.063,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,115,115,0,115,329169.757,0.997,-0.016,-0.029,-0.065,2725,677,1948,2629,1584,1788,1081,1725,15,0.000,0,56,1,4.515,0.113,4.500,0.188,-0.313,-0.180,0.215,0.961,0.082,-0.078,-0.004,0.000,0.000,0.000,0.000,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
