condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,46,46,0,46,1158303.359,-0.688,0.224,0.084,-0.685,0,0,0,0,0,0,0,202,18,1.031,352,0,173.615,10.704,116.688,103.500,76.250,0.426,-0.395,1.293,-5.707,-8.988,-1.105,0.000,0.000,4.095,2.222,0,NULL,NULL,1136.000,3,0,3,7,255,0,200,0,0
baseline,46,46,0,46,1158308.360,-0.688,0.230,0.083,-0.683,0,0,0,0,0,0,0,206,18,1.031,352,0,161.540,10.814,109.938,98.250,66.000,0.445,-0.387,1.309,-5.730,-9.113,-1.027,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,46,46,0,46,1158313.359,-0.688,0.236,0.082,-0.681,0,0,0,0,0,0,0,213,18,1.031,352,0,149.917,10.991,103.125,91.750,58.500,0.496,-0.410,1.293,-5.766,-9.301,-1.027,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,46,46,0,46,1158318.360,-0.689,0.242,0.081,-0.679,0,0,0,0,0,0,0,218,18,1.031,352,0,139.165,11.534,93.688,87.250,54.563,0.520,-0.422,1.285,-5.980,-9.742,-1.535,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,46,46,0,46,1158323.360,-0.689,0.247,0.081,-0.677,0,0,0,0,0,0,0,219,18,1.031,352,0,125.737,11.724,80.875,82.313,49.938,0.520,-0.453,1.234,-6.133,-9.813,-1.887,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,46,46,0,46,1158328.360,-0.689,0.252,0.081,-0.675,0,0,0,0,0,0,0,227,18,1.031,352,0,113.176,12.010,73.563,75.875,40.500,0.539,-0.465,1.195,-6.363,-9.875,-2.496,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,46,46,0,46,1158333.360,-0.689,0.256,0.081,-0.673,0,0,0,0,0,0,0,235,18,1.031,352,0,102.355,12.137,65.125,70.313,35.938,0.605,-0.449,1.172,-6.363,-9.875,-3.051,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,46,46,0,46,1158338.360,-0.689,0.260,0.081,-0.672,0,0,0,0,0,0,0,233,18,1.031,352,0,88.896,12.410,52.938,63.750,32.188,0.582,-0.484,1.113,-6.453,-9.965,-3.613,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,64,64,0,64,1158343.360,-0.689,0.263,0.081,-0.671,0,0,0,0,0,0,0,235,18,1.031,352,0,76.670,12.716,49.625,55.375,18.688,0.613,-0.527,1.090,-6.457,-10.137,-4.152,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,64,64,0,64,1158348.360,-0.689,0.265,0.081,-0.670,0,0,0,0,0,0,0,237,18,1.031,352,0,65.743,12.957,41.250,47.875,18.125,0.664,-0.516,1.039,-6.590,-10.137,-4.660,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,97,97,0,97,1158353.359,-0.688,0.268,0.081,-0.669,0,0,0,0,0,0,0,236,18,1.031,352,0,56.182,13.349,39.375,39.438,7.125,0.625,-0.582,1.016,-6.836,-10.137,-5.359,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,97,97,0,97,1158358.360,-0.688,0.270,0.080,-0.669,0,0,0,0,0,0,0,244,18,1.031,352,0,46.790,13.647,36.250,29.563,1.125,0.691,-0.547,1.047,-6.895,-10.371,-5.582,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,97,97,0,97,1158363.361,-0.687,0.271,0.080,-0.669,0,0,0,0,0,0,0,245,18,1.031,352,0,36.503,13.672,29.063,21.375,-5.563,0.641,-0.566,1.051,-7.148,-10.230,-5.582,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,97,97,0,97,1158368.360,-0.686,0.272,0.080,-0.670,0,0,0,0,0,0,0,240,18,1.031,352,0,31.329,13.975,24.000,12.063,-16.125,0.711,-0.563,1.078,-7.148,-10.648,-5.551,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
baseline,97,97,0,97,1158373.359,-0.686,0.273,0.080,-0.670,0,0,0,0,0,0,0,244,18,1.031,352,0,21.508,13.794,14.438,4.438,-15.313,0.664,-0.527,1.059,-7.148,-10.469,-5.438,0.000,0.000,4.095,2.222,0,NULL,NULL,,3,0,3,7,255,0,200,0,0
