condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,44,44,0,44,21105.286,0.981,0.036,0.137,0.129,2863,787,1365,2835,1356,2120,0,2087,28,0.473,1,8,1,25.943,0.217,-19.688,-0.813,-16.875,0.066,-0.023,0.996,0.039,0.191,0.094,0.030,0.020,0.922,1.028,2,NULL,NULL,1057.000,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,21110.287,0.981,0.037,0.137,0.129,2850,805,1413,2821,1387,2131,12,2108,28,0.473,1,8,1,27.395,0.133,-20.250,-0.688,-18.438,0.059,-0.043,1.000,-0.133,-0.004,0.012,0.032,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,21115.286,0.981,0.038,0.137,0.130,2827,805,1450,2792,1427,2077,12,2132,28,0.473,1,8,1,29.535,0.213,-21.875,-1.125,-19.813,0.074,-0.059,0.988,-0.133,-0.164,-0.027,0.034,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,21120.287,0.981,0.039,0.137,0.131,2837,825,1525,2792,1456,2136,25,2167,28,0.473,1,8,1,28.914,0.370,-21.688,-3.063,-18.875,0.090,-0.059,0.977,-0.121,-0.332,-0.109,0.034,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,21125.286,0.981,0.040,0.137,0.132,2803,824,1591,2780,1497,2147,53,2183,28,0.473,1,8,1,28.713,0.408,-22.375,-3.625,-17.625,0.094,-0.070,0.977,0.012,-0.355,-0.199,0.036,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,21130.287,0.981,0.041,0.137,0.132,2789,837,1627,2768,1526,2150,73,2217,28,0.473,1,8,1,28.045,0.513,-21.750,-4.250,-17.188,0.086,-0.086,0.973,0.012,-0.473,-0.199,0.038,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,21135.286,0.981,0.042,0.137,0.133,2767,837,1678,2743,1565,2159,91,2213,28,0.473,1,8,1,24.627,0.621,-18.313,-4.375,-15.875,0.082,-0.105,0.957,-0.074,-0.578,-0.215,0.038,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,21140.287,0.981,0.043,0.137,0.133,2772,871,1725,2757,1580,2173,104,2257,28,0.473,1,8,1,20.722,0.621,-15.500,-6.000,-12.375,0.102,-0.066,0.980,-0.074,-0.578,-0.215,0.040,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,45,21145.286,0.980,0.044,0.138,0.134,2759,884,1775,2726,1619,2169,115,2263,28,0.473,1,8,1,20.828,0.435,-18.313,-4.313,-8.938,0.102,-0.059,0.996,0.102,-0.398,-0.141,0.042,0.016,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,45,21150.287,0.980,0.045,0.138,0.134,2750,886,1821,2723,1640,2184,125,2287,28,0.473,1,8,1,18.724,0.339,-15.500,-5.813,-8.750,0.051,-0.070,0.988,0.102,-0.309,-0.098,0.044,0.016,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,45,21155.286,0.980,0.045,0.138,0.135,2731,904,1853,2684,1676,2195,159,2297,28,0.473,1,8,1,20.780,0.273,-16.625,-5.625,-11.125,0.074,-0.039,1.023,-0.102,-0.254,0.004,0.046,0.016,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,45,45,0,45,21160.287,0.980,0.046,0.138,0.135,2716,916,1897,2677,1699,2201,205,2325,28,0.473,1,8,1,22.637,0.108,-20.313,-4.938,-8.688,0.078,-0.020,1.004,-0.102,0.012,0.035,0.046,0.016,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,65,65,0,65,21165.286,0.980,0.047,0.138,0.135,2701,931,1949,2659,1731,2219,253,2335,28,0.473,1,8,1,23.744,0.108,-17.313,-5.438,-15.313,0.039,-0.066,1.004,-0.102,0.012,0.035,0.048,0.016,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,65,65,0,65,21170.287,0.980,0.048,0.138,0.136,2683,953,1990,2659,1769,2217,290,2357,28,0.473,1,8,1,24.074,0.135,-19.375,-7.250,-12.313,0.113,-0.055,0.996,-0.020,-0.129,0.035,0.048,0.016,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,65,65,0,65,21175.286,0.980,0.049,0.138,0.136,2652,975,2041,2620,1801,2215,333,2377,28,0.473,1,8,1,21.001,0.386,-16.750,-5.313,-11.500,0.051,-0.055,1.000,-0.363,-0.129,0.016,0.048,0.016,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,65,65,0,65,21180.287,0.980,0.050,0.138,0.137,2645,985,2093,2603,1825,2227,365,2397,28,0.473,1,8,1,24.421,0.115,-18.125,-7.938,-14.313,0.094,-0.023,1.023,0.109,-0.031,0.016,0.050,0.016,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,21185.286,0.979,0.051,0.139,0.137,2615,996,2125,2587,1875,2235,401,2409,28,0.473,1,8,1,23.480,0.154,-18.938,-5.188,-12.875,0.074,-0.039,1.004,-0.121,0.078,0.055,0.050,0.016,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,21190.287,0.979,0.052,0.139,0.138,2597,1006,2163,2579,1899,2235,427,2415,28,0.473,1,8,1,27.679,0.168,-19.563,-7.563,-18.063,0.102,-0.059,1.004,0.109,0.078,0.102,0.052,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,21195.286,0.979,0.053,0.139,0.139,2577,1015,2211,2547,1933,2234,467,2440,28,0.473,1,8,1,23.797,0.194,-19.313,-5.688,-12.688,0.109,-0.086,0.984,0.102,-0.156,0.055,0.054,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,21200.287,0.979,0.053,0.139,0.139,2547,1041,2223,2535,1959,2235,502,2461,28,0.473,1,8,1,22.567,0.246,-17.625,-7.688,-11.813,0.109,-0.063,0.988,0.109,-0.211,-0.063,0.054,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,21205.286,0.979,0.054,0.139,0.139,2501,1045,2255,2503,1988,2246,543,2466,28,0.473,1,8,1,19.458,0.305,-16.563,-7.000,-7.438,0.098,-0.078,0.992,0.102,-0.281,-0.063,0.056,0.018,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,21210.287,0.979,0.055,0.140,0.140,2501,1051,2281,2485,2013,2250,571,2486,28,0.473,1,8,1,18.925,0.215,-15.750,-8.188,-6.563,0.094,-0.055,1.004,0.031,-0.211,-0.027,0.058,0.020,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,21215.286,0.979,0.056,0.140,0.140,2453,1055,2323,2453,2029,2257,609,2493,28,0.473,1,8,1,20.049,0.081,-16.688,-8.313,-7.375,0.082,-0.055,1.008,0.020,-0.043,0.066,0.058,0.020,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,103,103,0,103,21220.287,0.979,0.057,0.140,0.140,2423,1062,2355,2437,2059,2262,645,2515,28,0.473,1,8,1,19.689,0.096,-16.250,-8.688,-6.938,0.090,-0.063,1.004,-0.023,-0.043,0.082,0.060,0.020,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,123,123,0,123,21225.286,0.978,0.057,0.141,0.140,2368,1063,2380,2395,2088,2261,668,2531,28,0.473,1,8,1,19.600,0.125,-15.750,-9.688,-6.500,0.086,-0.063,1.004,-0.070,-0.051,0.090,0.062,0.020,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,123,123,0,123,21230.287,0.978,0.058,0.141,0.140,2348,1067,2410,2365,2118,2264,695,2541,28,0.473,1,8,1,19.219,0.121,-15.875,-9.938,-4.313,0.086,-0.055,1.012,-0.063,-0.051,0.090,0.064,0.022,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,123,123,0,123,21235.286,0.978,0.059,0.141,0.141,2301,1063,2451,2331,2136,2265,707,2552,28,0.473,1,8,1,18.970,0.176,-15.438,-9.625,-5.375,0.078,-0.043,1.016,-0.070,0.055,0.152,0.064,0.022,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,123,123,0,123,21240.287,0.978,0.060,0.141,0.141,2237,1063,2451,2277,2165,2260,738,2556,28,0.473,1,8,1,19.547,0.214,-15.500,-10.250,-6.063,0.086,-0.047,1.008,-0.063,0.137,0.152,0.064,0.022,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,149,149,0,149,21245.286,0.978,0.060,0.142,0.141,2213,1077,2489,2255,2190,2261,775,2599,28,0.473,1,8,1,18.884,0.198,-14.875,-9.813,-6.250,0.086,-0.074,1.008,-0.102,0.137,0.102,0.066,0.022,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,149,149,0,149,21250.287,0.978,0.061,0.142,0.141,2149,1082,2508,2217,2217,2265,799,2619,28,0.473,1,8,1,18.230,0.166,-14.063,-9.813,-6.188,0.082,-0.090,1.000,-0.113,-0.082,0.090,0.066,0.022,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,149,149,0,149,21255.286,0.978,0.062,0.142,0.141,2083,1075,2551,2167,2233,2267,824,2621,28,0.473,1,8,1,17.798,0.293,-13.375,-11.063,-3.938,0.086,-0.098,0.996,-0.188,-0.219,0.051,0.066,0.022,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,149,149,0,149,21260.287,0.978,0.062,0.143,0.141,2010,1077,2578,2131,2263,2263,852,2645,28,0.473,1,8,1,17.839,0.362,-12.938,-11.500,-4.313,0.082,-0.105,1.000,-0.207,-0.293,0.051,0.066,0.022,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,149,149,0,149,21265.286,0.977,0.063,0.143,0.142,1899,1068,2589,2097,2291,2261,885,2653,28,0.473,1,8,1,17.974,0.356,-12.313,-12.250,-4.625,0.090,-0.098,1.004,-0.188,-0.293,0.074,0.068,0.024,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,149,149,0,149,21270.287,0.977,0.064,0.144,0.142,1813,1071,2616,2039,2312,2259,907,2675,28,0.473,1,8,1,18.162,0.348,-11.813,-13.125,-4.250,0.102,-0.066,1.016,-0.180,-0.277,0.109,0.068,0.024,0.922,1.028,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
