condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,21,21,0,35024.814,0.163,0.285,0.078,0.941,0,0,112,0,0,0,57,16,42,1.125,10,0,464.697,11.842,57.340,-457.940,54.280,-0.159,0.171,2.374,11.836,0.378,5.202,0.224,0.314,1.001,1.232,4,NULL,NULL,2,0,1,7,255,1070,250,22,0
pre_stim,21,21,0,35029.811,0.168,0.304,0.079,0.934,0,0,45,0,0,0,20,12,42,1.125,10,0,475.056,16.208,-2.000,-467.900,82.120,-0.257,0.178,2.577,16.204,0.378,7.090,0.254,0.346,1.001,1.232,4,NULL,NULL,2,0,1,7,255,1070,250,27,0
pre_stim,21,21,0,35034.813,0.176,0.323,0.075,0.927,0,0,52,0,3,0,0,13,42,1.125,10,0,504.307,18.900,-73.580,-474.300,154.760,-0.568,0.147,2.361,18.876,0.956,7.090,0.290,0.384,1.001,1.232,4,NULL,NULL,2,0,1,7,255,1070,250,32,0
pre_stim,21,21,0,35039.812,0.184,0.342,0.069,0.919,0,3,27,0,41,0,0,7,42,1.125,10,0,541.048,20.185,-113.740,-486.020,208.760,-0.890,0.432,1.904,20.162,0.956,2.938,0.326,0.424,1.001,1.232,4,NULL,NULL,2,0,1,7,255,1070,250,37,0
pre_stim,36,36,0,35044.813,0.194,0.362,0.062,0.910,0,2,43,0,0,0,0,6,42,1.125,10,0,572.090,20.162,-118.640,-504.020,243.260,-1.137,0.606,1.565,20.162,0.014,-3.700,0.370,0.470,1.001,1.232,4,NULL,NULL,2,0,1,7,255,1070,250,42,0
pre_stim,36,36,0,35049.811,0.203,0.382,0.057,0.900,0,0,35,0,0,0,0,8,42,1.125,10,0,563.275,20.233,-97.140,-509.880,218.780,-1.221,0.747,1.479,20.210,-0.964,-8.900,0.412,0.516,1.001,1.232,4,NULL,NULL,2,0,1,7,255,1070,250,47,0
pre_stim,36,36,0,35054.813,0.211,0.401,0.052,0.890,0,1,25,0,0,0,0,0,42,1.125,10,0,530.324,20.017,-85.740,-489.920,184.040,-1.272,0.713,1.377,19.982,-1.182,-11.236,0.464,0.570,1.001,1.232,4,NULL,NULL,2,0,1,7,255,1070,250,52,0
pre_stim,36,36,0,35059.811,0.218,0.419,0.046,0.880,0,0,18,0,0,0,0,0,42,1.125,10,0,507.961,19.622,-106.060,-457.580,193.380,-0.901,1.001,1.189,19.538,-1.818,-12.638,0.518,0.626,1.001,1.232,4,NULL,NULL,2,0,1,7,255,1070,250,57,0
pre_stim,56,56,0,35064.813,0.218,0.434,0.038,0.873,0,0,16,0,0,0,0,0,42,1.125,10,0,427.928,17.541,-232.880,-350.400,78.160,-0.086,1.591,0.678,16.816,-4.990,-12.638,0.588,0.698,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,62,0
pre_stim,56,56,0,35069.811,0.209,0.446,0.027,0.870,0,0,6,0,0,0,0,0,42,1.125,10,0,435.227,15.864,-363.940,-227.780,-71.320,0.519,1.147,-0.042,10.126,-12.212,-10.824,0.660,0.774,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,67,0
pre_stim,56,56,0,35074.813,0.198,0.454,0.017,0.868,0,0,8,0,0,0,0,0,42,1.125,10,0,396.443,12.212,-362.900,-120.120,-105.080,0.529,0.150,-0.625,-0.010,-12.212,-8.988,0.746,0.862,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,72,0
pre_stim,56,56,0,35079.811,0.193,0.458,0.008,0.868,0,0,9,1,0,0,0,0,42,1.125,10,0,242.434,7.928,-239.780,-35.760,1.060,0.303,-0.431,-0.957,-7.238,-3.234,-8.988,0.824,0.942,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,77,0
pre_stim,69,69,0,35084.814,0.193,0.456,0.001,0.869,0,0,12,5,0,0,0,0,42,1.125,10,0,164.313,9.740,-128.340,51.020,89.020,-0.011,-0.076,-1.141,-9.716,0.688,-10.826,0.910,1.030,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,82,0
pre_stim,69,69,0,35089.812,0.196,0.452,-0.001,0.870,0,0,6,0,0,0,0,0,42,1.125,10,0,147.732,9.740,13.640,108.160,99.700,-0.504,0.479,-0.265,-9.716,0.688,-15.198,0.982,1.104,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,87,0
pre_stim,92,92,0,35094.813,0.198,0.446,-0.001,0.873,0,0,8,0,0,0,0,0,42,1.125,10,0,158.821,2.077,46.900,142.760,51.420,-0.690,0.460,0.215,0.974,-1.834,-15.688,1.044,1.168,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,92,0
pre_stim,92,92,0,35099.811,0.198,0.439,-0.002,0.876,0,0,5,0,0,0,0,0,42,1.125,10,0,170.024,5.786,11.620,168.400,20.360,-0.505,0.074,0.334,5.488,-1.834,-15.688,1.094,1.220,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,97,0
pre_stim,92,92,0,35104.813,0.197,0.432,-0.004,0.880,0,0,6,0,0,0,0,0,42,1.125,10,0,177.306,5.600,-20.000,172.360,36.460,-0.306,-0.181,-0.011,5.488,1.114,-12.448,1.136,1.262,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,102,0
pre_stim,92,92,0,35109.811,0.199,0.426,-0.007,0.883,0,0,5,0,0,0,0,0,42,1.125,10,0,187.120,1.745,8.140,164.420,88.960,-0.356,0.010,-0.334,1.224,1.244,-12.448,1.176,1.302,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,107,0
pre_stim,133,133,0,35114.814,0.204,0.418,-0.007,0.885,0,0,5,0,0,0,0,0,42,1.125,10,0,206.833,1.511,73.020,155.400,115.320,-0.556,0.322,-0.332,0.858,1.244,-14.468,1.228,1.356,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,112,0
pre_stim,133,133,0,35119.811,0.209,0.411,-0.006,0.888,0,0,0,0,0,0,0,0,42,1.125,10,0,214.537,1.223,117.460,150.260,98.240,-0.670,0.482,-0.083,0.858,-0.872,-16.878,1.290,1.420,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,117,0
pre_stim,133,133,0,35124.813,0.213,0.403,-0.003,0.890,0,0,3,0,0,0,0,0,42,1.125,10,0,210.868,4.066,126.360,150.760,75.960,-0.604,0.380,0.147,3.904,-1.136,-16.878,1.374,1.504,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,122,0
pre_stim,133,133,0,35129.811,0.217,0.396,-0.001,0.892,0,0,3,0,0,0,0,0,42,1.125,10,0,207.828,5.438,119.960,151.300,76.880,-0.502,0.210,0.275,5.318,-1.136,-14.720,1.460,1.592,1.001,1.232,0,NULL,NULL,2,0,1,7,255,1070,250,127,0
