condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,25,25,0,1491440.833,-0.828,0.246,-0.142,-0.483,0,0,0,0,0,0,0,27,40,0.002,315,0,2.657,0.040,0.920,-1.540,1.960,0.053,0.370,0.921,-0.024,0.032,-0.084,0.000,0.000,0.002,0.001,1,NULL,NULL,2,0,2,7,255,1070,300,1,1070
pre_stim,25,25,0,1491445.832,-0.828,0.246,-0.142,-0.483,0,0,0,0,0,0,0,27,40,0.002,315,0,1.825,0.139,-0.060,0.480,-1.760,0.040,0.389,0.918,0.080,0.114,-0.048,0.000,0.000,0.002,0.001,1,NULL,NULL,2,0,2,7,255,1070,300,6,1070
pre_stim,25,25,0,1491450.832,-0.828,0.246,-0.143,-0.483,0,0,0,0,0,0,0,27,40,0.002,315,0,3.265,0.052,2.940,-1.420,0.000,0.056,0.367,0.941,-0.024,-0.046,-0.048,0.000,0.000,0.002,0.001,1,NULL,NULL,2,0,2,7,255,1070,300,11,1070
pre_stim,25,25,0,1491455.832,-0.828,0.246,-0.143,-0.483,0,0,0,0,0,0,0,27,40,0.002,315,0,1.353,0.177,-1.340,0.040,-0.180,0.041,0.403,0.913,0.080,0.158,-0.044,0.000,0.000,0.002,0.001,1,NULL,NULL,2,0,2,7,255,1070,300,16,1070
pre_stim,25,25,0,1491460.832,-0.828,0.246,-0.143,-0.483,0,0,0,0,0,0,0,37,40,0.002,315,0,3.846,0.146,3.600,-1.180,-0.660,0.051,0.343,0.943,-0.100,-0.106,0.016,0.000,0.000,0.002,0.001,1,NULL,NULL,2,0,2,7,255,1070,300,21,1070
pre_stim,25,25,0,1491465.832,-0.828,0.246,-0.143,-0.483,0,0,0,0,0,0,0,35,40,0.002,315,0,1.173,0.303,-1.040,0.040,-0.540,0.042,0.418,0.921,0.212,0.216,0.016,0.000,0.000,0.002,0.001,1,NULL,NULL,2,0,2,7,255,1070,300,26,1070
pre_stim,47,47,0,1491470.832,-0.828,0.246,-0.143,-0.483,0,0,0,0,0,0,0,25,40,0.002,315,0,2.454,0.372,2.020,-1.300,0.500,0.049,0.335,0.928,-0.326,-0.180,0.016,0.000,0.000,0.002,0.001,1,NULL,NULL,2,0,2,7,255,1070,300,31,1070
pre_stim,47,47,0,1491475.832,-0.828,0.246,-0.143,-0.483,0,0,0,0,0,0,0,26,40,0.002,315,0,1.918,0.327,1.100,0.400,-1.520,0.045,0.417,0.939,0.254,0.206,0.080,0.000,0.000,0.002,0.001,1,NULL,NULL,2,0,2,7,255,1070,300,36,1070
pre_stim,47,47,0,1491480.832,-0.828,0.246,-0.143,-0.483,0,0,0,0,0,0,0,27,40,0.002,315,0,1.078,0.340,0.360,-1.000,-0.180,0.041,0.339,0.922,-0.330,-0.082,-0.148,0.000,0.000,0.002,0.001,1,NULL,NULL,2,0,2,7,255,1070,300,41,1070
pre_stim,47,47,0,1491485.832,-0.828,0.246,-0.143,-0.483,0,0,0,0,0,0,0,30,40,0.002,315,0,1.240,0.236,0.000,0.220,1.220,0.050,0.405,0.931,0.202,0.122,0.132,0.000,0.000,0.002,0.001,1,NULL,NULL,2,0,2,7,255,1070,300,46,1070
