condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,5,5,0,5,1340652.442,-0.880,-0.210,-0.243,-0.349,0,12,2419,0,2036,341,2397,1420,48,0.000,1,883,0,178.592,5.082,-73.063,-155.500,48.750,0.445,-0.336,1.648,-2.512,4.418,5.926,0.000,0.000,0.021,0.133,3,NULL,NULL,1178.000,2,0,3,7,255,,200,0,0
pre_stim,5,5,0,5,1340657.443,-0.879,-0.216,-0.248,-0.347,0,29,2683,0,0,235,2392,1480,48,0.000,1,883,0,176.885,5.780,-63.625,-162.813,27.063,0.465,-0.430,1.676,-3.727,4.418,6.125,0.000,0.000,0.021,0.133,3,NULL,NULL,,2,0,3,7,255,1178,200,0,0
pre_stim,7,7,0,7,1340662.443,-0.876,-0.221,-0.253,-0.345,0,39,2645,0,0,135,2389,1500,48,0.000,1,883,0,183.284,6.466,-61.688,-171.938,15.000,0.465,-0.555,1.891,-4.453,4.688,6.605,0.000,0.000,0.021,0.133,3,NULL,NULL,,2,0,3,7,255,1178,200,0,0
pre_stim,7,7,0,7,1340667.443,-0.874,-0.227,-0.259,-0.343,0,44,2611,0,0,77,2376,1357,48,0.000,1,883,0,202.819,6.704,-86.125,-182.813,17.250,0.566,-0.262,1.766,-4.453,5.012,7.270,0.000,0.000,0.021,0.133,3,NULL,NULL,,2,0,3,7,255,1178,200,0,0
pre_stim,36,36,0,36,1340672.443,-0.871,-0.233,-0.265,-0.342,0,23,2557,0,0,7,2360,1105,48,0.000,1,883,0,212.096,5.999,-87.438,-192.813,12.750,0.625,-0.137,1.492,-3.059,5.160,7.270,0.000,0.000,0.021,0.133,3,NULL,NULL,,2,0,3,7,255,1178,200,0,0
pre_stim,36,36,0,36,1340677.443,-0.868,-0.239,-0.271,-0.340,0,12,2503,0,0,0,2329,1113,48,0.000,1,883,0,218.608,5.292,-76.250,-204.875,1.313,0.688,-0.180,1.414,-1.176,5.160,5.184,0.000,0.000,0.021,0.133,3,NULL,NULL,,2,0,3,7,255,1178,200,0,0
pre_stim,59,59,0,59,1340682.443,-0.865,-0.245,-0.278,-0.339,0,11,2420,0,0,0,2286,951,48,0.000,1,883,0,231.510,4.503,-69.938,-220.688,-1.688,0.816,-0.129,1.414,-1.000,4.391,5.184,0.000,0.000,0.021,0.133,3,NULL,NULL,,2,0,3,7,255,1178,200,0,0
pre_stim,59,59,0,59,1340687.443,-0.861,-0.250,-0.286,-0.337,0,6,2343,0,0,0,2229,765,48,0.000,1,883,0,234.021,4.391,-45.438,-229.500,-5.563,0.898,0.141,1.633,-0.027,4.391,5.625,0.000,0.000,0.021,0.133,3,NULL,NULL,,2,0,3,7,255,1178,200,0,0
pre_stim,66,66,0,66,1340692.443,-0.858,-0.256,-0.294,-0.334,0,0,2066,0,0,0,2168,603,48,0.000,1,883,0,246.082,7.338,-64.313,-237.500,3.750,0.969,0.059,1.941,0.297,7.332,6.895,0.000,0.000,0.021,0.133,3,NULL,NULL,,2,0,3,7,255,1178,200,0,0
pre_stim,66,66,0,66,1340697.443,-0.854,-0.264,-0.301,-0.331,0,0,1755,0,0,0,2083,477,48,0.000,1,883,0,265.313,8.910,-87.813,-246.875,41.625,0.859,0.223,1.762,1.207,8.828,7.004,0.000,0.000,0.021,0.133,3,NULL,NULL,,2,0,3,7,255,1178,200,0,0
