condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,0,0,0,0,886537.294,0.980,0.104,0.168,-0.029,0,327,1303,239,0,931,72,1451,12,0.000,1,522,0,1.785,0.090,-1.750,-0.250,0.250,0.328,-0.188,0.918,-0.027,-0.086,-0.082,0.000,0.000,0.484,0.547,3,NULL,NULL,1167.000,2,0,3,7,255,1167,250,0,0
pre_stim,0,0,0,0,886542.302,0.980,0.104,0.168,-0.029,0,331,1305,247,0,939,71,1453,12,0.000,1,522,0,1.532,0.144,-0.750,0.250,1.313,0.332,-0.184,0.926,0.078,0.121,-0.031,0.000,0.000,0.484,0.547,3,NULL,NULL,,2,0,3,7,255,1167,250,0,0
pre_stim,0,0,0,0,886547.311,0.980,0.104,0.168,-0.029,0,328,1298,240,0,933,74,1451,12,0.000,1,522,0,2.226,0.144,1.750,-0.063,1.375,0.316,-0.238,0.953,0.078,0.121,-0.031,0.000,0.000,0.484,0.547,3,NULL,NULL,,2,0,3,7,255,1167,250,0,0
pre_stim,0,0,0,0,886552.293,0.980,0.104,0.168,-0.029,0,329,1304,239,0,935,61,1449,12,0.000,1,522,0,1.917,0.120,-1.875,0.313,-0.250,0.313,-0.180,0.879,0.074,0.094,-0.031,0.000,0.000,0.484,0.547,3,NULL,NULL,,2,0,3,7,255,1167,250,0,0
pre_stim,0,0,0,0,886557.295,0.980,0.104,0.168,-0.029,0,329,1307,243,0,939,61,1451,12,0.000,1,522,0,5.616,0.095,-5.563,0.750,0.188,0.336,-0.195,0.922,0.074,0.059,-0.035,0.000,0.000,0.484,0.547,3,NULL,NULL,,2,0,3,7,255,1167,250,0,0
pre_stim,0,0,0,0,886562.306,0.980,0.104,0.168,-0.029,0,328,1299,237,0,939,71,1444,12,0.000,1,522,0,7.287,0.095,6.688,-0.688,2.813,0.320,-0.238,1.000,0.074,0.059,-0.035,0.000,0.000,0.484,0.547,3,NULL,NULL,,2,0,3,7,255,1167,250,0,0
pre_stim,25,25,0,25,886567.336,0.980,0.104,0.168,-0.029,0,327,1305,239,0,939,61,1451,12,0.000,1,522,0,3.793,0.163,-3.125,1.250,-1.750,0.305,-0.148,0.816,0.152,0.059,-0.035,0.000,0.000,0.484,0.547,3,NULL,NULL,,2,0,3,7,255,1167,250,0,0
pre_stim,25,25,0,25,886572.294,0.980,0.104,0.168,-0.029,0,331,1300,241,0,935,69,1448,12,0.000,1,522,0,5.902,0.216,-5.875,0.063,0.563,0.344,-0.254,1.000,-0.020,-0.215,0.746,0.000,0.000,0.484,0.547,3,NULL,NULL,,2,0,3,7,255,1167,250,0,0
pre_stim,25,25,0,25,886577.292,0.980,0.104,0.168,-0.029,0,327,1295,239,0,943,69,1443,12,0.000,1,522,0,10.271,0.251,10.000,-0.375,2.313,0.309,-0.172,0.938,-0.020,0.250,-0.027,0.000,0.000,0.484,0.547,3,NULL,NULL,,2,0,3,7,255,1167,250,0,0
pre_stim,25,25,0,25,886582.298,0.980,0.104,0.168,-0.029,0,329,1296,243,0,941,71,1444,12,0.000,1,522,0,11.143,0.185,-10.625,1.625,-2.938,0.324,-0.203,0.844,-0.020,-0.184,-0.027,0.000,0.000,0.484,0.547,3,NULL,NULL,,2,0,3,7,255,1167,250,0,0
