condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,0,0,0,0,41187.310,0.209,0.070,-0.049,0.974,2780,1640,2824,2840,2712,2731,2557,2553,45,0.887,1,4,1,16.126,0.169,-4.500,-15.250,-2.688,0.094,-0.160,0.969,-0.160,0.055,0.012,0.074,0.060,1.052,1.158,2,NULL,NULL,1167.000,0,0,0,7,255,,250,0,0
pre_stim,0,0,0,0,41192.297,0.209,0.071,-0.049,0.974,2767,1637,2835,2815,2712,2733,2571,2527,45,0.887,1,4,1,16.007,0.100,-3.313,-15.000,-4.500,0.098,-0.176,0.973,-0.020,0.098,-0.105,0.074,0.060,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
pre_stim,0,0,0,0,41197.309,0.209,0.072,-0.050,0.974,2749,1643,2825,2803,2732,2735,2584,2677,45,0.887,1,4,1,16.157,0.096,-3.938,-14.625,-5.625,0.117,-0.176,0.961,-0.020,0.094,-0.180,0.076,0.062,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
pre_stim,0,0,0,0,41202.292,0.209,0.072,-0.050,0.974,2735,1643,2837,2781,2735,2741,2585,2480,45,0.887,1,4,1,14.884,0.234,-2.063,-14.188,-4.000,0.137,-0.168,0.961,-0.215,0.094,-0.172,0.076,0.062,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
pre_stim,10,10,0,10,41207.315,0.209,0.073,-0.050,0.974,2719,1638,2841,2767,2735,2743,2599,2621,45,0.887,1,4,1,14.104,0.305,-3.375,-13.625,-1.375,0.129,-0.180,0.977,-0.293,0.086,-0.172,0.078,0.064,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
pre_stim,10,10,0,10,41212.322,0.209,0.074,-0.050,0.974,2687,1631,2847,2751,2744,2729,2604,2717,45,0.887,1,4,1,13.945,0.305,-3.875,-13.375,-0.750,0.117,-0.191,0.949,-0.293,0.086,-0.172,0.080,0.064,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
pre_stim,30,30,0,30,41217.311,0.208,0.074,-0.050,0.974,2675,1619,2851,2735,2766,2749,2603,2764,45,0.887,1,4,1,13.160,0.313,-1.563,-12.688,-3.125,0.125,-0.176,0.930,-0.293,0.109,-0.301,0.082,0.066,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
pre_stim,30,30,0,30,41222.293,0.208,0.075,-0.049,0.974,2663,1613,2853,2723,2763,2743,2619,2775,45,0.887,1,4,1,12.641,0.313,1.813,-11.875,-3.938,0.148,-0.164,0.961,-0.293,0.109,-0.301,0.082,0.066,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
pre_stim,30,30,0,30,41227.303,0.208,0.075,-0.049,0.974,2639,1610,2853,2707,2749,2738,2621,2773,45,0.887,1,4,1,11.296,0.376,-0.875,-11.125,-1.750,0.156,-0.156,0.984,-0.363,-0.098,-0.176,0.086,0.068,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
pre_stim,30,30,0,30,41232.328,0.208,0.076,-0.049,0.974,2631,1597,2855,2697,2744,2735,2620,2757,45,0.887,1,4,1,10.256,0.382,-2.188,-10.000,0.625,0.145,-0.160,0.953,-0.363,-0.117,-0.176,0.086,0.070,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
pre_stim,30,30,0,30,41237.293,0.208,0.076,-0.049,0.974,2614,1604,2859,2676,2730,2734,2629,2735,45,0.887,1,4,1,9.433,0.363,-1.438,-9.063,2.188,0.121,-0.184,0.945,-0.344,-0.117,-0.246,0.088,0.070,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
pre_stim,55,55,0,55,41242.314,0.209,0.077,-0.049,0.974,2599,1591,2851,2657,2683,2736,2630,2733,45,0.887,1,4,1,9.895,0.261,0.875,-9.500,2.625,0.102,-0.168,0.980,-0.238,0.105,-0.246,0.088,0.070,1.052,1.158,2,NULL,NULL,,0,0,0,7,255,,250,0,0
